============================== SRIM-2008.04 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> Carbon(  6 um) ==============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  217  1 .1662147E+07   6000019E-02 -.8238E+03  .5363E+03   .9989915 -.0292830  .0340371
T  218  1 .1667286E+07   6000008E-02 -.4335E+03 -.2452E+03   .9999227 -.0104732 -.0067013
T  219  1 .1675518E+07   6000002E-02 -.1314E+03 -.2290E+03   .9999975 -.0021984  .0003912
T  220  1 .1673646E+07   6000105E-02 -.5685E+03 -.4441E+03   .9997235 -.0193122 -.0134154
T  221  1 .1693164E+07   6000048E-02  .2606E+03 -.1767E+03   .9998540  .0103698  .0135812
T  222  1 .1690401E+07   6000108E-02  .2665E+03  .1778E+03   .9997698  .0214432  .0006688
T  223  1 .1686412E+07   6000001E-02 -.4508E+02  .1249E+03   .9999415 -.0102143  .0035458
T  224  1 .1696549E+07   6000055E-02 -.1200E+03  .4346E+03   .9999161 -.0088101  .0094951
T  225  1 .1683364E+07   6000011E-02 -.1646E+02 -.8747E+02   .9999978 -.0002745  .0020834
T  226  1 .1699065E+07   6000071E-02 -.1113E+03 -.1829E+03   .9999480  .0100434 -.0017679
T  227  1 .1702606E+07   6000006E-02 -.7185E+03 -.2242E+03   .9999107 -.0117495 -.0063606
T  228  1 .1677136E+07   6000123E-02 -.8990E+03 -.8644E+02   .9999322 -.0115998 -.0010459
T  229  1 .1675860E+07   6000125E-02  .3910E+02 -.2129E+03   .9999757  .0035742 -.0059870
T  230  1 .1677312E+07   6000133E-02 -.1050E+03 -.9602E+02   .9998430  .0153572 -.0088396
T  231  1 .1687076E+07   6000141E-02  .1091E+03 -.6301E+02   .9999624  .0070880 -.0049899
T  232  1 .1678700E+07   6000013E-02 -.5435E+03  .3853E+03   .9993130 -.0139422  .0343377
T  233  1 .1702229E+07   6000010E-02 -.4875E+03 -.9403E+02   .9997122 -.0226256 -.0079782
T  234  1 .1691500E+07   6000134E-02 -.4466E+02 -.2223E+03   .9999083 -.0093379 -.0098128
T  235  1 .1702427E+07   6000166E-02 -.1406E+03 -.2670E+03   .9999382 -.0072222  .0084483
T  236  1 .1692862E+07   6000170E-02 -.9551E+02 -.4128E+02   .9999387 -.0081336 -.0075104
T  237  1 .1686945E+07   6000101E-02 -.4098E+03 -.4307E+03   .9994638 -.0247376 -.0214523
T  238  1 .1681819E+07   6000051E-02  .1061E+03 -.4043E+03   .9998984  .0071900 -.0123053
T  239  1 .1679988E+07   6000005E-02 -.3655E+03  .1731E+02   .9999348 -.0113729  .0010729
T  240  1 .1665389E+07   6000074E-02  .4784E+02  .4011E+03   .9998830  .0039593  .0147757
T  241  1 .1693138E+07   6000165E-02 -.3088E+03 -.1197E+03   .9999407 -.0060412 -.0090610
T  242  1 .1696658E+07   6000073E-02  .7016E+03  .3696E+02   .9998374  .0167909  .0065756
T  243  1 .1685461E+07   6000130E-02 -.1057E+03  .8532E+03   .9997505  .0099896  .0199801
T  244  1 .1673117E+07   6000073E-02 -.1516E+03 -.4880E+03   .9998048 -.0092717 -.0174460
T  245  1 .1688258E+07   6000152E-02  .1838E+03  .2093E+03   .9999443  .0067935 -.0080822
T  246  1 .1702342E+07   6000012E-02 -.1716E+03 -.2752E+03   .9999646  .0056151 -.0062710
T  247  1 .1676163E+07   6000083E-02 -.2562E+03 -.1512E+02   .9999563 -.0048078 -.0080139
T  248  1 .1690431E+07   6000167E-02  .8029E+03  .3630E+02   .9990853  .0409586 -.0122902
T  249  1 .1687920E+07   6000078E-02 -.1433E+03 -.1353E+02   .9999851  .0035493  .0041585
T  250  1 .1691120E+07   6000011E-02 -.2385E+03  .1674E+03   .9999104  .0032238  .0129958
T  251  1 .1689496E+07   6000053E-02 -.2919E+03 -.7645E+02   .9999720 -.0054771 -.0051023
T  252  1 .1681681E+07   6000046E-02 -.3297E+03  .4944E+03   .9995233 -.0213745  .0222798
T  253  1 .1642537E+07   6000014E-02 -.1259E+03 -.3808E+03   .9998092 -.0150948 -.0124016
T  254  1 .1698569E+07   6000000E-02  .1473E+03  .1599E+03   .9999041  .0117616  .0073168
T  255  1 .1675634E+07   6000075E-02  .1821E+03 -.3778E+03   .9998911 -.0041218 -.0141727
T  256  1 .1692695E+07   6000130E-02  .8855E+03 -.4245E+03   .9997936  .0197139 -.0049026
T  257  1 .1691117E+07   6000056E-02 -.2767E+03 -.1968E+03   .9998880 -.0141953 -.0047463
T  258  1 .1706649E+07   6000013E-02  .8574E+03 -.3617E+03   .9995560  .0266217 -.0133853
T  259  1 .1708047E+07   6000114E-02 -.1122E+03 -.4535E+03   .9998763  .0011842 -.0156822
T  260  1 .1682415E+07   6000007E-02  .3919E+03 -.2987E+03   .9999538  .0096100  .0001866
T  261  1 .1710206E+07   6000003E-02  .3363E+03 -.3427E+03   .9999469 -.0041974 -.0094130
T  262  1 .1673845E+07   6000149E-02  .1049E+03 -.3339E+03   .9999012  .0034682 -.0136229
T  263  1 .1670821E+07   6000101E-02  .1726E+03 -.7921E+02   .9999698  .0076088 -.0015535
T  264  1 .1670826E+07   6000099E-02 -.4194E+03 -.1138E+03   .9996851 -.0250910 -.0003017
T  265  1 .1660955E+07   6000153E-02  .1816E+03  .2893E+03   .9997739  .0081608  .0196336
T  266  1 .1672773E+07   6000162E-02 -.1425E+03 -.6188E+02   .9999279 -.0112170  .0042867
T  267  1 .1690782E+07   6000085E-02  .6697E+02 -.3274E+03   .9997327  .0147653 -.0177918
T  268  1 .1674086E+07   6000153E-02  .2511E+03 -.1235E+03   .9999337  .0083766 -.0078961
T  269  1 .1667048E+07   6000090E-02 -.5241E+02  .4796E+03   .9998864  .0023614  .0148845
T  270  1 .1693364E+07   6000117E-02 -.3112E+03 -.2998E+03   .9997970 -.0106393 -.0171091
T  271  1 .1681088E+07   6000161E-02 -.2988E+03  .2550E+03   .9998018 -.0176670  .0091735
T  272  1 .1682133E+07   6000173E-02 -.3833E+03 -.1941E+03   .9998768 -.0153256 -.0033922
T  273  1 .1673539E+07   6000169E-02  .7299E+03  .2227E+02   .9997667  .0178849  .0121112
T  274  1 .1682633E+07   6000146E-02 -.5555E+03  .9014E+03   .9989934 -.0213622  .0394429
T  275  1 .1683131E+07   6000022E-02  .5276E+03  .1672E+03   .9997083  .0241522  .0002654
T  276  1 .1690346E+07   6000119E-02  .7644E+02 -.1528E+03   .9998895 -.0110099  .0099904
T  277  1 .1716560E+07   6000131E-02 -.3734E+03  .1373E+04   .9988704 -.0055126  .0471971
T  278  1 .1696816E+07   6000098E-02  .1842E+03  .2162E+03   .9999166  .0125386  .0031100
T  279  1 .1713012E+07   6000001E-02  .6549E+03  .5017E+03   .9993436  .0333922  .0140494
T  280  1 .1679895E+07   6000162E-02  .1008E+03 -.3547E+03   .9999880 -.0009340 -.0048074
T  281  1 .1680500E+07   6000042E-02 -.1085E+04  .1102E+04   .9992716 -.0283277  .0255715
T  282  1 .1683988E+07   6000074E-02 -.1006E+03 -.3090E+03   .9999433 -.0045597 -.0096218
T  283  1 .1697910E+07   6000166E-02  .2701E+03 -.9682E+02   .9999640  .0081522  .0023676
T  284  1 .1646080E+07   6000120E-02  .1497E+03  .9767E+02   .9998913  .0147365 -.0004044
T  285  1 .1689030E+07   6000138E-02 -.6931E+03  .5084E+03   .9996227 -.0177547  .0209576
T  286  1 .1691760E+07   6000175E-02 -.1183E+03 -.1744E+03   .9999754 -.0046695  .0052376
T  287  1 .1691655E+07   6000092E-02 -.1089E+03 -.3912E+02   .9985027 -.0381071 -.0392450
T  288  1 .1696097E+07   6000043E-02 -.6876E+03  .4407E+03   .9996786 -.0207533  .0145573
T  289  1 .1690338E+07   6000096E-02 -.3710E+02 -.3256E+03   .9999675 -.0040622 -.0069647
T  290  1 .1678305E+07   6000159E-02  .1676E+03 -.1327E+03   .9999049  .0118579 -.0070464
T  291  1 .1685121E+07   6000159E-02  .3231E+02 -.4775E+02   .9999517  .0085536 -.0048351
T  292  1 .1684266E+07   6000106E-02  .1987E+04 -.8699E+02   .9987363  .0420549 -.0275165
T  293  1 .1697170E+07   6000032E-02  .5666E+02 -.1151E+03   .9999042 -.0001119 -.0138415
T  294  1 .1688504E+07   6000102E-02  .3313E+03 -.5788E+02   .9997266  .0227546 -.0053825
T  295  1 .1711241E+07   6000097E-02 -.5411E+02 -.2728E+03   .9997922  .0036422 -.0200573
T  296  1 .1691522E+07   6000120E-02 -.4531E+02 -.5877E+03   .9998541  .0029484 -.0168228
T  297  1 .1681078E+07   6000014E-02  .5719E+03 -.8916E+02   .9998709  .0160612  .0004318
T  298  1 .1716612E+07   6000096E-02  .4133E+02 -.9407E+03   .9998853  .0026576 -.0149072
T  299  1 .1666456E+07   6000054E-02  .7607E+02  .4710E+02   .9999385  .0079615 -.0077217
T  300  1 .1682353E+07   6000102E-02 -.3302E+03 -.1210E+03   .9993102 -.0370117 -.0030355
T  301  1 .1690591E+07   6000077E-02  .2405E+03 -.3586E+02   .9999999  .0004823  .0000308
T  302  1 .1704340E+07   6000167E-02  .5724E+03 -.5561E+03   .9998338  .0130950 -.0126824
T  303  1 .1704906E+07   6000004E-02 -.2816E+03  .1988E+03   .9997499 -.0105234  .0197349
T  304  1 .1682210E+07   6000029E-02  .1929E+01  .1946E+03   .9999811  .0044655  .0042256
T  305  1 .1691221E+07   6000152E-02  .2100E+02  .2227E+02   .9999941 -.0005381  .0033960
T  306  1 .1688432E+07   6000115E-02 -.7690E+01 -.6761E+03   .9996881  .0074329 -.0238405
T  307  1 .1686182E+07   6000082E-02 -.1632E+03  .2297E+03   .9998905 -.0079789  .0124608
T  308  1 .1695644E+07   6000050E-02 -.3151E+03  .2468E+03   .9998175 -.0180989  .0061105
T  309  1 .1703801E+07   6000145E-02 -.1055E+04 -.3527E+03   .9997607 -.0175448 -.0130684
T  310  1 .1683380E+07   6000062E-02 -.5708E+03  .8050E+02   .9998733 -.0158570  .0013636
T  311  1 .1681531E+07   6000043E-02 -.7949E+02  .2711E+03   .9999573 -.0036979  .0084677
T  312  1 .1697583E+07   6000171E-02  .1983E+03 -.8443E+03   .9999248  .0020229 -.0120946
T  313  1 .1681135E+07   6000003E-02 -.5711E+02  .3663E+03   .9999551 -.0079268  .0051959
T  314  1 .1685067E+07   6000163E-02 -.5353E+03  .8670E+01   .9998990 -.0141521 -.0012729
T  315  1 .1689765E+07   6000129E-02 -.6126E+02 -.3187E+03   .9998940 -.0001470 -.0145616
T  316  1 .1697380E+07   6000127E-02 -.1218E+04 -.3857E+03   .9993988 -.0338152 -.0076548
T  317  1 .1692587E+07   6000153E-02  .2722E+03  .1061E+03   .9998854  .0151414 -.0001470
T  318  1 .1689549E+07   6000160E-02  .3533E+03  .4518E+03   .9998381  .0110739  .0141833
T  319  1 .1688845E+07   6000110E-02 -.1799E+03 -.4369E+03   .9999823  .0058148 -.0012540
T  320  1 .1703745E+07   6000084E-02 -.5758E+03  .6831E+03   .9998051 -.0089293  .0176050
T  321  1 .1692310E+07   6000017E-02  .5443E+02 -.3147E+03   .9999368 -.0040072 -.0105036
T  322  1 .1683130E+07   6000017E-02 -.2567E+02 -.3055E+03   .9999463 -.0048826 -.0091460
T  323  1 .1683474E+07   6000126E-02  .1754E+03  .8612E+02   .9999997  .0004403  .0006810
T  324  1 .1672056E+07   6000178E-02 -.3476E+03 -.5669E+03   .9992976 -.0212135 -.0308910
T  325  1 .1696509E+07   6000053E-02  .1219E+04 -.1542E+04   .9991798  .0200359 -.0351895
T  326  1 .1672448E+07   6000044E-02 -.1188E+02 -.2435E+03   .9999568 -.0011960 -.0092158
T  327  1 .1692264E+07   6000172E-02  .4723E+03 -.2996E+03   .9998700  .0151849 -.0054211
T  328  1 .1686418E+07   6000010E-02 -.4687E+03  .6402E+02   .9999194 -.0123931  .0027636
T  329  1 .1682744E+07   6000012E-02  .6687E+03 -.4747E+02   .9998045  .0186494  .0065670
T  330  1 .1664960E+07   6000067E-02 -.1814E+03  .3066E+03   .9999773  .0021328  .0063972
T  331  1 .1680283E+07   6000177E-02  .4560E+03 -.2641E+03   .9998236  .0186085 -.0025463
T  332  1 .1678216E+07   6000048E-02 -.9394E+02 -.1647E+03   .9999747 -.0032112 -.0063543
T  333  1 .1681030E+07   6000116E-02 -.2037E+03 -.5327E+02   .9999754 -.0070107 -.0002531
T  334  1 .1690821E+07   6000172E-02 -.2378E+01 -.2077E+03   .9999516 -.0081802 -.0054744
T  335  1 .1694159E+07   6000159E-02 -.6030E+03  .4733E+03   .9999725 -.0073464  .0010551
T  336  1 .1690700E+07   6000111E-02  .1093E+04  .9129E+03   .9994985  .0277096  .0153290
T  337  1 .1692518E+07   6000120E-02 -.1896E+03  .1155E+03   .9999639 -.0038821  .0075597
T  338  1 .1683689E+07   6000058E-02  .1555E+03 -.1759E+03   .9999732  .0047839  .0055364
T  339  1 .1694333E+07   6000177E-02 -.2777E+02 -.1925E+03   .9998836 -.0082225 -.0128505
T  340  1 .1689891E+07   6000039E-02 -.4210E+03  .5669E+03   .9995373 -.0252575  .0169463
T  341  1 .1693900E+07   6000138E-02  .6079E+03 -.9541E+03   .9988451  .0068001 -.0475622
T  342  1 .1685233E+07   6000174E-02 -.1220E+02 -.3045E+03   .9996093  .0064584 -.0271947
T  343  1 .1691996E+07   6000118E-02 -.1139E+03 -.4866E+02   .9999863 -.0008379  .0051682
T  344  1 .1670574E+07   6000073E-02 -.2908E+03 -.1546E+02   .9999891 -.0044936  .0012668
T  345  1 .1665577E+07   6000171E-02  .8474E+02 -.2449E+03   .9999312  .0047923 -.0107092
T  346  1 .1699410E+07   6000113E-02  .8132E+03 -.5642E+02   .9998984  .0141098 -.0020348
T  347  1 .1692666E+07   6000068E-02 -.6141E+03 -.2511E+03   .9998997 -.0075305 -.0119910
T  348  1 .1692463E+07   6000093E-02  .2099E+02 -.5348E+03   .9998229 -.0118282 -.0146395
T  349  1 .1685019E+07   6000081E-02 -.7536E+03 -.3637E+03   .9997261 -.0207629 -.0107981
T  350  1 .1671641E+07   6000044E-02  .1999E+03  .4771E+03   .9998594  .0050882  .0159778
T  351  1 .1687620E+07   6000033E-02  .1209E+03  .1176E+03   .9999829  .0009176  .0057723
T  352  1 .1704980E+07   6000013E-02 -.3378E+03  .3460E+03   .9998778 -.0044545  .0149852
T  353  1 .1683855E+07   6000121E-02 -.1707E+03 -.4572E+03   .9999746  .0045912 -.0054607
T  354  1 .1668656E+07   6000010E-02 -.5475E+03 -.3945E+03   .9999503 -.0078648 -.0061280
T  355  1 .1670194E+07   6000016E-02 -.7513E+02  .5565E+02   .9999837 -.0012539 -.0055633
T  356  1 .1691264E+07   6000170E-02  .7933E+02  .1318E+03   .9998812  .0063543 -.0140432
T  357  1 .1696692E+07   6000073E-02 -.1519E+03 -.3173E+03   .9998205  .0184027 -.0045051
T  358  1 .1701579E+07   6000164E-02  .1871E+03  .3353E+03   .9998642  .0092942  .0136074
T  359  1 .1695705E+07   6000129E-02  .1881E+03 -.3800E+03   .9999287 -.0082875  .0085953
T  360  1 .1685161E+07   6000021E-02  .4458E+03 -.5254E+03   .9998976  .0064460 -.0127765
T  361  1 .1691268E+07   6000059E-02 -.1728E+03 -.2442E+03   .9999632 -.0046711 -.0071917
T  362  1 .1710438E+07   6000137E-02  .9373E+03  .4877E+02   .9994051  .0344613 -.0013725
T  363  1 .1674467E+07   6000173E-02 -.1848E+03 -.1283E+03   .9999696  .0021061  .0075077
T  364  1 .1694142E+07   6000169E-02  .5994E+01 -.1772E+00   .9999589  .0089273 -.0015936
T  365  1 .1669502E+07   6000026E-02 -.1500E+03  .1714E+03   .9999307 -.0078225  .0087973
T  366  1 .1662160E+07   6000115E-02  .8716E+02 -.7119E+03   .9998555  .0035003 -.0166365
T  367  1 .1675766E+07   6000137E-02 -.2133E+03  .5635E+03   .9999091  .0110446  .0077331
T  368  1 .1671009E+07   6000113E-02  .5622E+03 -.1591E+03   .9997577  .0216106 -.0041956
T  369  1 .1677631E+07   6000071E-02  .8421E+02 -.2170E+03   .9999158  .0019042 -.0128393
T  370  1 .1693080E+07   6000162E-02  .4850E+02  .1528E+04   .9995750  .0062282  .0284793
T  371  1 .1690542E+07   6000067E-02  .3774E+03  .3144E+03   .9998287  .0099221  .0156216
T  372  1 .1701514E+07   6000007E-02 -.9114E+02  .9245E+02   .9997996 -.0156396  .0124999
T  373  1 .1699790E+07   6000076E-02 -.1582E+03 -.8869E+02   .9999671 -.0072174 -.0036912
T  374  1 .1679439E+07   6000074E-02 -.1166E+03 -.7296E+03   .9996879 -.0093401 -.0231693
T  375  1 .1676519E+07   6000118E-02 -.1298E+03 -.3942E+03   .9997464  .0036297 -.0222266
T  376  1 .1680234E+07   6000027E-02  .3197E+03  .2110E+03   .9999653  .0053486  .0063858
T  377  1 .1692426E+07   6000162E-02 -.3306E+03  .1151E+03   .9998942 -.0125440  .0073633
T  378  1 .1694450E+07   6000087E-02  .6198E+03  .1139E+04   .9996195  .0114110  .0251119
T  379  1 .1678224E+07   6000135E-02  .1980E+03  .6568E+02   .9999938  .0011669 -.0033083
T  380  1 .1687645E+07   6000047E-02 -.4066E+03 -.3108E+03   .9999535  .0095065 -.0016150
T  381  1 .1706672E+07   6000100E-02  .6073E+03 -.1592E+03   .9999696  .0043448 -.0064800
T  382  1 .1660592E+07   6000056E-02  .1400E+03 -.3268E+03   .9998630  .0037869 -.0161115
T  383  1 .1701672E+07   6000095E-02 -.3755E+03 -.8697E+00   .9999243 -.0106841  .0060992
T  384  1 .1680419E+07   6000009E-02 -.1908E+03 -.2032E+03   .9998025 -.0072856 -.0184915
T  385  1 .1658624E+07   6000141E-02 -.3865E+03  .8332E+02   .9999549 -.0083834 -.0044738
T  386  1 .1683495E+07   6000044E-02  .4755E+03 -.3822E+03   .9997645  .0157532 -.0149251
T  387  1 .1687155E+07   6000136E-02  .2988E+03 -.2809E+03   .9999638  .0052574 -.0066878
T  388  1 .1703822E+07   6000095E-02 -.5831E+03 -.2071E+03   .9997032 -.0151561 -.0190744
T  389  1 .1683248E+07   6000119E-02  .6832E+03  .1132E+03   .9997480  .0185845  .0125923
T  390  1 .1690406E+07   6000152E-02 -.9810E+02  .4266E+02   .9996780  .0077313  .0241683
T  391  1 .1691450E+07   6000084E-02 -.7214E+03  .2333E+03   .9997570 -.0220256  .0009114
T  392  1 .1668157E+07   6000007E-02 -.2224E+03 -.9550E+02   .9999923 -.0014399 -.0036417
T  393  1 .1716305E+07   6000134E-02 -.5334E+02 -.6861E+03   .9984868  .0060778 -.0546551
T  394  1 .1683457E+07   6000019E-02 -.3223E+03  .2392E+03   .9999731 -.0072838  .0008308
T  395  1 .1674863E+07   6000076E-02  .2985E+03 -.1307E+03   .9999618  .0058220 -.0065248
T  396  1 .1703973E+07   6000106E-02  .4443E+03  .6188E+03   .9997713  .0045660  .0208910
T  397  1 .1668516E+07   6000061E-02  .7006E+03 -.4115E+01   .9996940  .0241851  .0051902
T  398  1 .1696481E+07   6000126E-02  .2963E+02  .9511E+03   .9996476 -.0044489  .0261705
T  399  1 .1674969E+07   6000178E-02 -.5044E+03 -.1926E+03   .9999182 -.0125308 -.0025552
T  400  1 .1675001E+07   6000166E-02  .4354E+03 -.1621E+03   .9995776  .0288709 -.0033355
T  401  1 .1682393E+07   6000136E-02 -.5840E+03 -.4427E+03   .9997293 -.0208712 -.0102824
T  402  1 .1691482E+07   6000142E-02  .3143E+03  .2430E+03   .9999554  .0092439 -.0019371
T  403  1 .1705428E+07   6000007E-02 -.3329E+03 -.8839E+01   .9994508 -.0205131  .0260271
T  404  1 .1671547E+07   6000173E-02  .3194E+03 -.1660E+03   .9992750  .0349715 -.0150513
T  405  1 .1683231E+07   6000038E-02 -.4161E+03 -.8672E+02   .9998819 -.0132847 -.0077246
T  406  1 .1671378E+07   6000039E-02 -.1464E+03  .1579E+02   .9998450 -.0142961  .0102738
T  407  1 .1697501E+07   6000134E-02 -.1480E+03  .3270E+03   .9999804  .0034262  .0052313
T  408  1 .1677693E+07   6000035E-02 -.1920E+03  .1173E+02   .9999849 -.0049501  .0024040
T  409  1 .1692183E+07   6000046E-02  .3202E+03 -.7085E+03   .9997973  .0010036 -.0201066
T  410  1 .1656117E+07   6000143E-02 -.1888E+03  .1378E+04   .9996670 -.0027062  .0256615
T  411  1 .1697179E+07   6000152E-02  .7707E+03  .3619E+01   .9990756  .0429871  .0001498
T  412  1 .1670470E+07   6000147E-02 -.5971E+03  .1325E+04   .9996339 -.0092384  .0254306
T  413  1 .1711852E+07   6000074E-02  .1601E+03 -.1077E+03   .9999219 -.0029757  .0121346
T  414  1 .1699892E+07   6000157E-02 -.3212E+03 -.8956E+02   .9994415 -.0325317  .0076436
T  415  1 .1689256E+07   6000173E-02  .9608E+03  .3037E+01   .9994328  .0333769  .0044820
T  416  1 .1681858E+07   6000150E-02  .3819E+03  .4663E+03   .9999467  .0048075  .0091366
T  417  1 .1669580E+07   6000035E-02  .4792E+03 -.3552E+03   .9998697  .0117997 -.0110163
T  418  1 .1685603E+07   6000051E-02  .5279E+03  .1401E+03   .9999166  .0104343  .0076075
T  419  1 .1674685E+07   6000003E-02 -.2373E+03 -.1757E+03   .9999988  .0014796 -.0004845
T  420  1 .1713017E+07   6000028E-02 -.2956E+03 -.4070E+03   .9998549 -.0169017 -.0021177
T  421  1 .1708893E+07   6000110E-02  .2197E+03 -.1994E+03   .9998628  .0147742 -.0074909
T  422  1 .1720789E+07   6000075E-02 -.2866E+03  .1680E+03   .9999603  .0000440  .0089080
T  423  1 .1698840E+07   6000169E-02 -.1144E+04 -.1298E+03   .9990520 -.0397447 -.0177595
T  424  1 .1706454E+07   6000069E-02 -.4693E+03 -.8025E+03   .9996772 -.0104818 -.0231427
T  425  1 .1686694E+07   6000010E-02  .6013E+02 -.6171E+03   .9998570  .0089404 -.0143534
T  426  1 .1689873E+07   6000081E-02  .2808E+02 -.1324E+03   .9999966 -.0006673  .0025347
T  427  1 .1689250E+07   6000034E-02 -.2350E+03  .2896E+02   .9999831 -.0056674 -.0013003
T  428  1 .1710203E+07   6000082E-02 -.5890E+03  .3483E+03   .9995852 -.0088498  .0274068
T  429  1 .1686033E+07   6000177E-02 -.1667E+02  .9335E+02   .9998373 -.0014332  .0179812
T  430  1 .1668866E+07   6000138E-02 -.2231E+03  .4108E+03   .9998301 -.0102863  .0152983
T  431  1 .1713716E+07   6000004E-02  .5344E+03  .9689E+03   .9990861  .0231970  .0359018
T  432  1 .1682811E+07   6000127E-02  .1491E+04 -.8826E+03   .9993966  .0275094 -.0212045
T  433  1 .1691300E+07   6000146E-02 -.3861E+03  .5204E+02   .9994785 -.0301591  .0115416
T  434  1 .1676975E+07   6000021E-02  .1598E+03 -.5879E+03   .9998960  .0137420 -.0043835
T  435  1 .1694408E+07   6000063E-02  .3502E+03  .2999E+02   .9996135  .0263490 -.0088601
T  436  1 .1679891E+07   6000157E-02  .2019E+03  .3836E+03   .9999332  .0012554  .0114939
T  437  1 .1689932E+07   6000139E-02 -.7723E+02  .4849E+03   .9999759  .0069335  .0001649
T  438  1 .1694037E+07   6000117E-02  .1999E+02 -.1533E+03   .9999127  .0112098 -.0069917
T  439  1 .1679645E+07   6000004E-02  .3581E+03 -.2299E+03   .9998223  .0132141 -.0134431
T  440  1 .1659492E+07   6000103E-02  .2730E+03  .2156E+03   .9999865 -.0001288 -.0051954
T  441  1 .1692345E+07   6000023E-02 -.1390E+04  .7729E+03   .9980149 -.0522941  .0350948
T  442  1 .1692207E+07   6000122E-02  .9329E+02  .5690E+02   .9999566  .0093195  .0001915
T  443  1 .1704042E+07   6000047E-02  .1766E+03 -.1455E+03   .9997101 -.0033854  .0238396
T  444  1 .1715391E+07   6000110E-02  .6589E+03  .7455E+03   .9994294  .0168864  .0292522
T  445  1 .1691673E+07   6000151E-02  .1469E+04  .4750E+03   .9989630  .0429867  .0150027
T  446  1 .1658854E+07   6000041E-02  .3896E+03  .2875E+03   .9997031  .0229799  .0080988
T  447  1 .1673963E+07   6000147E-02 -.4425E+03  .1954E+03   .9994254 -.0337569  .0030616
T  448  1 .1696441E+07   6000091E-02  .4462E+02  .2675E+03   .9998106  .0047062  .0188863
T  449  1 .1669853E+07   6000020E-02 -.1624E+03 -.2314E+03   .9998346 -.0138792 -.0117524
T  450  1 .1696911E+07   6000108E-02  .7648E+01  .2894E+03   .9999824 -.0054286  .0023776
T  451  1 .1677982E+07   6000169E-02 -.1228E+03 -.4500E+02   .9999637  .0072870  .0044184
T  452  1 .1706103E+07   6000118E-02  .4203E+02 -.3354E+02   .9999361  .0113008 -.0001301
T  453  1 .1700264E+07   6000107E-02  .1684E+03  .3252E+02   .9998794 -.0102569 -.0116636
T  454  1 .1702230E+07   6000171E-02  .1052E+03 -.3274E+03   .9998144  .0021005 -.0191485
T  455  1 .1689696E+07   6000066E-02 -.1905E+03  .1438E+03   .9999803 -.0052438  .0034575
T  456  1 .1692195E+07   6000008E-02 -.2797E+03 -.3533E+03   .9997540 -.0140997 -.0171224
T  457  1 .1687150E+07   6000079E-02  .1476E+03 -.4289E+03   .9998456  .0140578 -.0105404
T  458  1 .1680426E+07   6000086E-02 -.2789E+02 -.7648E+02   .9999560  .0023084 -.0090890
T  459  1 .1695342E+07   6000006E-02 -.6487E+02 -.3813E+02   .9999954  .0026956  .0014219
T  460  1 .1667202E+07   6000043E-02 -.2307E+03  .3643E+02   .9999719 -.0072422 -.0019113
T  461  1 .1703680E+07   6000084E-02  .1630E+03  .2047E+02   .9999217  .0117570 -.0042787
T  462  1 .1671263E+07   6000116E-02  .4814E+03  .7574E+02   .9999082  .0088799 -.0102329
T  463  1 .1680435E+07   6000051E-02 -.1661E+03  .2711E+03   .9999898  .0010236  .0044027
T  464  1 .1687611E+07   6000164E-02 -.3734E+03  .6369E+03   .9999450 -.0063703  .0083363
T  465  1 .1679131E+07   6000057E-02 -.4339E+03 -.6220E+01   .9999418 -.0068201  .0083652
T  466  1 .1701187E+07   6000147E-02 -.3467E+03 -.7282E+02   .9998993 -.0136554  .0038717
T  468  1 .1684495E+07   6000127E-02  .4134E+03 -.1196E+03   .9998148  .0157515 -.0110527
T  469  1 .1674736E+07   6000028E-02 -.3113E+03 -.5346E+03   .9998605 -.0047309 -.0160165
T  470  1 .1685783E+07   6000171E-02 -.2977E+03 -.2429E+03   .9999354 -.0113469  .0006917
T  471  1 .1685398E+07   6000153E-02 -.3547E+03  .3196E+03   .9998842 -.0057847  .0140755
T  472  1 .1700118E+07   6000156E-02  .1224E+04  .5297E+03   .9993384  .0306718  .0195464
T  473  1 .1693650E+07   6000112E-02  .6179E+03 -.1407E+04   .9994050  .0068680 -.0337993
T  474  1 .1678258E+07   6000171E-02  .1426E+03 -.3969E+03   .9998854  .0058463 -.0139667
T  475  1 .1692322E+07   6000093E-02  .6167E+02 -.6390E+03   .9998252  .0055557 -.0178541
T  476  1 .1684864E+07   6000084E-02 -.1166E+03  .1433E+03   .9999827  .0007305  .0058373
T  477  1 .1677201E+07   6000110E-02 -.2178E+03  .5983E+03   .9996708 -.0111475  .0231092
